publishAt,publishedAtDate,stars
bir yıl önce,2024-08-23T21:36:22.308Z,5
bir yıl önce,2024-08-23T21:24:07.899Z,5
bir yıl önce,2024-08-23T11:27:24.479Z,5
bir yıl önce,2024-08-23T07:58:38.930Z,5
bir yıl önce,2024-08-23T05:14:07.839Z,4
bir yıl önce düzenlendi,2024-08-22T07:38:15.356Z,5
bir yıl önce,2024-08-22T06:32:07.450Z,5
bir yıl önce,2024-08-22T04:18:53.806Z,5
bir yıl önce,2024-08-21T21:14:49.294Z,1
bir yıl önce,2024-08-21T17:08:37.985Z,5
bir yıl önce,2024-08-21T13:21:50.746Z,5
bir yıl önce,2024-08-20T21:24:53.615Z,5
bir yıl önce,2024-08-20T19:46:41.879Z,3
bir yıl önce,2024-08-20T14:20:56.948Z,3
bir yıl önce,2024-08-20T08:20:53.408Z,3
bir yıl önce,2024-08-19T21:40:06.658Z,5
bir yıl önce,2024-08-19T06:34:56.597Z,5
bir yıl önce,2024-08-18T16:55:34.587Z,5
bir yıl önce düzenlendi,2024-08-18T10:23:37.774Z,4
bir yıl önce,2024-08-16T20:36:02.457Z,5
bir yıl önce,2024-08-16T15:25:42.034Z,5
bir yıl önce,2024-08-15T18:48:51.836Z,5
bir yıl önce,2024-08-15T06:41:01.133Z,5
bir yıl önce,2024-08-15T04:11:27.076Z,5
bir yıl önce,2024-08-14T17:47:11.370Z,5
bir yıl önce,2024-08-13T22:10:00.332Z,5
bir yıl önce,2024-08-13T14:56:51.298Z,5
bir yıl önce,2024-08-13T09:45:24.270Z,5
bir yıl önce,2024-08-13T09:14:12.519Z,5
bir yıl önce,2024-08-12T17:39:52.731Z,5
bir yıl önce düzenlendi,2024-08-12T09:18:49.309Z,5
bir yıl önce,2024-08-11T22:54:36.398Z,5
bir yıl önce,2024-08-11T14:25:24.746Z,5
bir yıl önce,2024-08-11T10:38:44.664Z,5
bir yıl önce,2024-08-11T06:18:07.134Z,5
bir yıl önce,2024-08-10T10:37:07.614Z,5
bir yıl önce,2024-08-09T19:54:23.980Z,5
bir yıl önce,2024-08-09T19:03:29.539Z,5
bir yıl önce,2024-08-09T14:35:59.117Z,2
bir yıl önce,2024-08-08T13:28:09.054Z,5
bir yıl önce,2024-08-07T04:46:23.228Z,5
bir yıl önce,2024-08-06T20:29:22.564Z,5
bir yıl önce,2024-08-06T11:47:20.638Z,5
bir yıl önce,2024-08-06T08:53:42.573Z,5
bir yıl önce,2024-08-06T05:00:14.568Z,5
bir yıl önce,2024-08-03T21:34:07.874Z,5
bir yıl önce,2024-08-03T19:05:27.207Z,5
bir yıl önce,2024-08-02T18:52:17.548Z,5
bir yıl önce,2024-08-02T14:10:34.606Z,5
bir yıl önce,2024-08-02T06:46:51.756Z,5
bir yıl önce,2024-08-01T16:12:19.567Z,5
bir yıl önce,2024-08-01T13:56:48.115Z,5
bir yıl önce,2024-07-31T08:18:14.885Z,5
bir yıl önce,2024-07-30T06:01:40.997Z,4
bir yıl önce,2024-07-29T18:53:29.459Z,5
bir yıl önce,2024-07-29T14:56:06.487Z,4
bir yıl önce,2024-07-29T11:58:35.945Z,5
bir yıl önce,2024-07-28T22:51:22.618Z,5
bir yıl önce,2024-07-28T17:25:23.391Z,5
bir yıl önce,2024-07-28T14:08:35.634Z,5
bir yıl önce,2024-07-28T13:19:31.659Z,5
