,Kümbet yaylası - Giresun_temp,Kümbet yaylası - Giresun_prcp,Kümbet yaylası - Giresun_snow,Kümbet yaylası - Giresun_rain,Kümbet yaylası - Giresun_tmin,Kümbet yaylası - Giresun_tmax,Kümbet yaylası - Giresun_wspd,Kümbet yaylası - Giresun_rhum
2022-04-19,1.63,1.06,1.06,0.0,-0.65,7.26,9.67,86.3
2022-04-20,0.47,2.79,2.79,0.0,-1.93,2.71,7.82,86.14
2022-04-21,1.04,0.0,0.0,0.0,-1.9,4.77,8.16,80.83
2022-04-22,1.1,0.17,0.17,0.0,-2.34,4.84,6.43,82.36
2022-04-23,1.97,0.0,0.0,0.0,-2.71,7.18,5.86,73.39
2022-04-24,5.99,0.03,0.0,0.03,0.23,12.96,6.86,65.77
2022-04-25,4.96,0.0,0.0,0.0,0.7,10.01,5.93,74.62
2022-04-26,5.87,0.49,0.0,0.49,1.91,11.43,6.08,68.95
2022-04-27,5.69,0.13,0.0,0.13,2.28,11.6,4.76,75.41
2022-04-28,4.82,0.08,0.0,0.08,1.04,10.67,5.16,78.78
2022-04-29,3.7,0.46,0.0,0.46,1.16,6.89,5.13,84.21
2022-04-30,3.32,1.12,0.0,1.12,1.35,6.61,4.62,87.98
2022-05-01,2.76,5.02,0.0,5.02,1.2,4.62,7.71,91.79
2022-05-02,2.69,8.48,0.0,8.48,1.33,5.68,8.6,88.75
2022-05-03,2.59,0.23,0.0,0.23,-0.08,5.46,6.46,87.8
2022-05-04,2.81,2.81,0.0,2.81,0.78,5.02,8.0,91.58
2022-05-05,0.78,11.62,11.62,0.0,-0.23,2.96,10.91,90.59
2022-05-06,1.47,14.92,14.92,0.0,-0.51,4.9,9.61,90.18
2022-05-07,1.46,1.06,1.06,0.0,0.37,2.98,12.1,88.58
2022-05-08,1.52,0.0,0.0,0.0,-0.06,4.68,7.09,85.35
2022-05-09,2.26,0.0,0.0,0.0,-0.35,5.52,5.71,84.85
2022-05-10,3.12,0.21,0.0,0.21,-1.03,6.82,5.18,79.69
2022-05-11,3.27,0.0,0.0,0.0,-1.67,7.74,6.5,74.78
2022-05-12,3.42,0.49,0.0,0.49,0.36,6.95,6.42,78.32
2022-05-13,4.66,0.0,0.0,0.0,-1.11,9.46,6.97,65.24
2022-05-14,7.54,0.08,0.0,0.08,1.59,14.79,7.19,67.91
2022-05-15,7.63,2.31,0.0,2.31,4.0,12.1,5.2,69.37
2022-05-16,6.62,1.44,0.0,1.44,3.52,10.28,6.25,75.49
2022-05-17,6.1,0.0,0.0,0.0,1.4,10.55,6.76,69.53
2022-05-18,8.17,0.0,0.0,0.0,1.62,15.03,7.56,63.31
2022-05-19,3.48,7.51,0.0,7.51,-0.04,8.71,13.85,81.39
2022-05-20,3.09,2.52,0.0,2.52,1.09,6.34,8.28,76.15
2022-05-21,5.18,0.28,0.0,0.28,-0.52,10.0,8.48,66.29
2022-05-22,8.67,0.05,0.0,0.05,2.79,14.15,7.17,62.13
2022-05-23,6.04,6.42,0.0,6.42,3.41,8.97,8.51,82.69
2022-05-24,4.39,8.21,0.0,8.21,1.43,8.18,7.07,81.01
2022-05-25,4.95,0.0,0.0,0.0,0.44,9.19,7.11,77.1
2022-05-26,6.2,0.0,0.0,0.0,0.89,10.04,6.73,76.22
2022-05-27,8.3,0.0,0.0,0.0,1.91,13.71,5.5,73.48
2022-05-28,8.06,0.13,0.0,0.13,2.94,12.6,6.18,80.31
2022-05-29,9.92,0.0,0.0,0.0,5.72,13.91,5.29,78.57
2022-05-30,11.12,0.0,0.0,0.0,6.27,15.43,5.68,73.83
2022-05-31,12.73,0.51,0.0,0.51,8.65,16.48,5.73,73.99
2022-06-01,12.01,0.13,0.0,0.13,7.46,15.72,5.56,79.7
2022-06-02,11.86,0.68,0.0,0.68,7.07,14.23,5.06,82.05
2022-06-03,13.85,0.0,0.0,0.0,9.3,17.46,7.37,80.41
2022-06-04,13.68,0.17,0.0,0.17,9.24,16.63,6.86,76.63
2022-06-05,14.19,0.0,0.0,0.0,8.52,18.34,7.69,74.37
2022-06-06,12.68,0.43,0.0,0.43,9.14,16.63,6.68,88.01
2022-06-07,12.04,1.55,0.0,1.55,9.11,14.84,6.61,87.29
2022-06-08,11.14,1.17,0.0,1.17,8.73,15.19,6.06,84.93
2022-06-09,11.51,5.87,0.0,5.87,9.09,15.07,5.55,86.57
2022-06-10,12.13,0.15,0.0,0.15,8.27,15.84,6.47,83.99
2022-06-11,13.11,0.0,0.0,0.0,9.26,16.96,6.4,81.7
2022-06-12,12.45,1.42,0.0,1.42,9.24,15.88,7.57,82.35
2022-06-13,11.95,5.46,0.0,5.46,9.17,15.55,6.76,82.22
2022-06-14,11.92,5.28,0.0,5.28,9.25,15.14,5.35,83.37
2022-06-15,12.18,2.92,0.0,2.92,9.2,15.57,7.31,80.91
2022-06-16,11.71,0.11,0.0,0.11,6.95,15.78,7.26,80.91
2022-06-17,12.04,0.4,0.0,0.4,8.48,15.59,5.54,81.01
2022-06-18,12.27,0.32,0.0,0.32,9.66,15.74,5.9,77.66
2022-06-19,12.38,0.02,0.0,0.02,8.21,15.58,6.56,78.36
2022-06-20,13.2,0.0,0.0,0.0,9.5,17.22,6.16,76.04
2022-06-21,13.18,0.35,0.0,0.35,9.16,18.89,8.18,79.62
2022-06-22,12.11,5.82,0.0,5.82,8.75,16.56,13.15,77.38
2022-06-23,11.82,3.35,0.0,3.35,7.62,15.96,7.55,64.03
2022-06-24,9.31,1.74,0.0,1.74,5.04,12.52,8.3,74.38
2022-06-25,10.09,3.51,0.0,3.51,6.61,14.44,6.79,80.06
2022-06-26,9.9,4.04,0.0,4.04,7.25,13.85,6.5,82.12
2022-06-27,10.23,0.26,0.0,0.26,6.42,14.65,6.66,76.67
2022-06-28,11.33,0.97,0.0,0.97,8.18,14.93,6.07,78.34
2022-06-29,11.44,1.93,0.0,1.93,8.61,15.23,6.36,83.16
2022-06-30,12.66,6.7,0.0,6.7,9.8,16.38,5.91,82.66
2022-07-01,12.63,1.69,0.0,1.69,9.32,16.92,7.35,85.0
2022-07-02,13.31,1.16,0.0,1.16,8.82,16.74,11.7,77.34
2022-07-03,11.59,0.0,0.0,0.0,7.46,15.09,12.55,68.87
2022-07-04,11.7,0.0,0.0,0.0,7.34,16.36,8.9,70.08
2022-07-05,12.32,0.0,0.0,0.0,7.66,17.25,6.72,75.76
2022-07-06,13.62,0.0,0.0,0.0,8.95,18.3,5.63,75.28
2022-07-07,14.78,0.06,0.0,0.06,10.9,18.92,6.32,74.33
2022-07-08,15.52,2.74,0.0,2.74,11.16,19.3,5.56,76.5
2022-07-09,16.3,0.59,0.0,0.59,10.1,19.94,7.4,77.57
2022-07-10,15.78,2.03,0.0,2.03,10.28,19.37,7.4,80.28
2022-07-11,13.92,0.34,0.0,0.34,11.5,16.26,9.36,79.97
2022-07-12,13.18,13.67,0.0,13.67,9.78,16.35,7.64,77.82
2022-07-13,13.27,6.81,0.0,6.81,9.94,15.94,7.74,78.96
2022-07-14,12.06,4.6,0.0,4.6,9.85,14.15,8.89,76.91
2022-07-15,12.58,1.69,0.0,1.69,9.31,17.03,6.91,76.04
2022-07-16,12.57,2.52,0.0,2.52,10.21,15.9,9.6,79.17
2022-07-17,14.32,0.51,0.0,0.51,11.37,17.49,10.29,80.18
2022-07-18,13.09,15.34,0.0,15.34,10.6,15.55,12.29,86.02
2022-07-19,12.36,2.17,0.0,2.17,10.24,15.07,12.12,76.78
2022-07-20,12.65,0.62,0.0,0.62,8.61,16.17,10.5,73.88
2022-07-21,11.46,7.46,0.0,7.46,9.76,13.35,10.55,76.91
2022-07-22,12.51,0.91,0.0,0.91,9.2,16.12,9.71,70.85
2022-07-23,12.76,0.09,0.0,0.09,7.97,16.96,9.28,72.78
2022-07-24,11.89,1.21,0.0,1.21,7.67,16.25,9.24,73.69
2022-07-25,13.94,2.69,0.0,2.69,8.12,17.62,7.93,70.14
2022-07-26,14.04,0.0,0.0,0.0,9.3,17.86,6.69,72.96
2022-07-27,15.12,0.0,0.0,0.0,10.07,21.82,7.25,70.87
2022-07-28,15.9,0.0,0.0,0.0,9.99,19.92,7.2,71.58
2022-07-29,16.69,0.0,0.0,0.0,11.29,21.31,6.54,72.78
2022-07-30,15.74,0.0,0.0,0.0,10.77,18.83,5.87,71.99
2022-07-31,15.73,0.0,0.0,0.0,11.38,20.42,6.2,70.52
2022-08-01,16.26,0.08,0.0,0.08,12.79,20.45,6.42,73.75
2022-08-02,15.87,1.13,0.0,1.13,12.2,20.24,7.18,74.58
2022-08-03,15.0,6.05,0.0,6.05,12.17,17.75,8.1,81.89
2022-08-04,16.3,2.22,0.0,2.22,13.01,20.57,6.38,81.64
2022-08-05,16.22,0.45,0.0,0.45,13.17,21.42,6.07,81.17
2022-08-06,15.92,0.09,0.0,0.09,11.52,20.56,6.61,77.89
2022-08-07,15.39,2.23,0.0,2.23,12.23,19.41,5.96,81.63
2022-08-08,15.72,0.35,0.0,0.35,12.4,19.68,6.58,78.57
2022-08-09,16.39,0.43,0.0,0.43,12.8,20.73,5.62,79.82
2022-08-10,15.56,1.58,0.0,1.58,12.94,18.85,6.42,76.99
2022-08-11,16.79,0.29,0.0,0.29,13.84,20.93,6.84,74.74
2022-08-12,16.31,0.35,0.0,0.35,12.43,18.12,7.2,74.85
2022-08-13,17.34,0.19,0.0,0.19,13.63,20.46,6.35,81.91
2022-08-14,17.77,0.69,0.0,0.69,14.55,21.77,5.89,81.03
2022-08-15,17.8,0.48,0.0,0.48,13.18,21.51,5.87,77.54
2022-08-16,16.86,6.34,0.0,6.34,14.14,19.88,7.28,83.79
2022-08-17,17.04,8.2,0.0,8.2,13.57,20.37,6.05,86.19
2022-08-18,16.34,1.51,0.0,1.51,13.78,18.93,6.15,82.91
2022-08-19,15.37,2.47,0.0,2.47,12.23,18.08,6.76,79.49
2022-08-20,15.97,3.35,0.0,3.35,12.4,20.48,6.75,82.21
2022-08-21,17.88,0.02,0.0,0.02,13.35,21.69,5.92,75.84
2022-08-22,17.3,1.56,0.0,1.56,13.42,21.65,5.31,71.63
2022-08-23,18.42,0.0,0.0,0.0,12.65,22.06,5.62,73.14
2022-08-24,19.11,0.0,0.0,0.0,13.48,22.79,6.0,71.23
2022-08-25,19.58,0.0,0.0,0.0,13.85,22.91,7.26,70.3
2022-08-26,18.16,0.07,0.0,0.07,14.79,22.52,7.31,69.97
2022-08-27,18.23,0.41,0.0,0.41,14.56,23.25,6.13,72.09
2022-08-28,17.8,0.54,0.0,0.54,13.22,23.24,5.39,77.58
2022-08-29,15.87,1.88,0.0,1.88,13.18,19.07,6.27,81.0
2022-08-30,17.41,0.0,0.0,0.0,12.73,22.52,7.92,75.79
2022-08-31,18.13,0.0,0.0,0.0,14.48,22.43,6.45,70.66
2022-09-01,18.17,0.0,0.0,0.0,14.5,21.96,7.04,69.7
2022-09-02,17.92,0.17,0.0,0.17,14.71,21.74,7.38,69.24
2022-09-03,17.98,0.0,0.0,0.0,13.79,21.82,8.12,69.75
2022-09-04,15.59,0.63,0.0,0.63,11.74,18.98,12.46,79.69
2022-09-05,12.44,32.76,0.0,32.76,9.8,14.78,9.43,84.39
2022-09-06,10.63,16.97,0.0,16.97,7.11,12.82,11.43,74.58
2022-09-07,9.06,1.19,0.0,1.19,6.56,11.52,9.55,69.8
2022-09-08,11.14,1.3,0.0,1.3,5.99,14.69,8.06,69.24
2022-09-09,12.71,0.0,0.0,0.0,6.01,16.97,8.75,65.89
2022-09-10,13.78,0.0,0.0,0.0,6.91,18.45,8.31,65.41
2022-09-11,14.87,0.0,0.0,0.0,8.26,19.18,6.23,66.17
2022-09-12,15.79,0.0,0.0,0.0,9.02,19.62,8.6,67.24
2022-09-13,11.5,10.98,0.0,10.98,8.37,14.61,10.15,84.43
2022-09-14,11.26,5.7,0.0,5.7,8.04,14.78,9.85,78.89
2022-09-15,13.48,0.0,0.0,0.0,6.14,17.8,7.57,69.75
2022-09-16,16.06,0.0,0.0,0.0,9.28,20.27,7.87,63.4
2022-09-17,16.43,0.0,0.0,0.0,9.87,20.54,6.97,63.28
2022-09-18,18.44,0.0,0.0,0.0,11.28,23.96,9.96,54.96
2022-09-19,12.63,9.08,0.0,9.08,9.78,15.66,9.15,79.05
2022-09-20,12.94,3.02,0.0,3.02,8.18,16.13,7.01,77.26
2022-09-21,9.55,14.02,0.0,14.02,7.46,11.54,10.01,83.68
2022-09-22,9.69,9.65,0.0,9.65,6.83,12.19,6.84,80.64
2022-09-23,8.24,14.5,0.0,14.5,6.06,10.97,9.75,77.0
2022-09-24,6.01,8.3,0.0,8.3,3.24,8.14,8.71,82.74
2022-09-25,7.43,0.33,0.0,0.33,2.4,11.28,8.99,72.72
2022-09-26,10.32,0.0,0.0,0.0,2.37,15.87,6.65,65.33
2022-09-27,12.23,0.0,0.0,0.0,3.59,17.53,8.67,59.59
2022-09-28,13.42,0.0,0.0,0.0,6.64,18.11,7.82,51.37
2022-09-29,12.5,0.0,0.0,0.0,7.42,16.05,6.51,72.44
2022-09-30,12.7,0.0,0.0,0.0,6.75,16.77,6.02,74.09
2022-10-01,12.55,0.0,0.0,0.0,7.34,16.04,5.87,71.29
2022-10-02,13.02,1.02,0.0,1.02,5.12,17.98,8.8,62.85
2022-10-03,9.18,17.29,0.0,17.29,6.54,11.58,8.88,83.23
2022-10-04,9.22,22.82,0.0,22.82,6.58,13.07,6.55,83.9
2022-10-05,8.42,19.94,0.0,19.94,6.64,9.84,8.1,85.64
2022-10-06,7.97,10.47,0.0,10.47,5.82,10.04,7.75,84.05
2022-10-07,9.65,1.13,0.0,1.13,6.44,12.8,4.63,77.37
2022-10-08,8.39,8.08,0.0,8.08,6.48,10.31,7.22,76.74
2022-10-09,8.57,3.99,0.0,3.99,6.22,11.27,6.47,82.23
2022-10-10,7.93,0.63,0.0,0.63,5.23,9.94,9.44,78.37
2022-10-11,7.46,0.43,0.0,0.43,4.0,9.98,5.89,79.24
2022-10-12,7.67,0.0,0.0,0.0,3.37,10.95,8.05,73.51
2022-10-13,7.46,1.45,0.0,1.45,5.47,8.82,4.31,80.87
2022-10-14,7.31,1.76,0.0,1.76,5.06,9.69,5.18,83.87
2022-10-15,6.71,4.78,0.0,4.78,4.95,8.83,5.96,82.17
2022-10-16,7.76,0.83,0.0,0.83,4.52,10.79,6.2,80.21
2022-10-17,7.86,3.07,0.0,3.07,5.82,10.75,5.77,84.66
2022-10-18,7.94,2.69,0.0,2.69,6.46,10.52,5.62,88.45
2022-10-19,7.48,2.46,0.0,2.46,5.06,9.98,5.89,83.15
2022-10-20,6.3,20.73,0.0,20.73,3.5,8.42,10.91,87.66
2022-10-21,1.89,12.39,12.39,0.0,0.35,3.76,10.89,82.58
2022-10-22,2.1,0.45,0.0,0.45,-0.66,5.31,6.22,78.49
2022-10-23,3.71,0.0,0.0,0.0,-1.4,8.81,7.53,69.16
2022-10-24,6.29,1.43,0.0,1.43,3.35,8.72,9.21,71.85
2022-10-25,5.23,0.0,0.0,0.0,1.52,8.86,7.21,74.98
2022-10-26,6.53,0.0,0.0,0.0,-0.27,11.14,6.92,61.27
2022-10-27,5.66,1.99,0.0,1.99,1.72,8.25,7.89,75.25
2022-10-28,4.11,0.83,0.0,0.83,0.91,6.61,8.49,79.66
2022-10-29,4.15,1.3,0.0,1.3,0.74,6.83,5.48,79.97
2022-10-30,4.28,0.0,0.0,0.0,-0.07,8.17,7.39,73.21
2022-10-31,5.01,0.32,0.0,0.32,-1.06,8.94,7.99,71.55
2022-11-01,3.28,6.73,0.0,6.73,1.07,5.21,11.26,84.33
2022-11-02,2.95,0.0,0.0,0.0,-1.17,6.24,6.95,74.16
2022-11-03,4.32,4.62,0.0,4.62,-1.62,9.23,7.7,68.27
2022-11-04,4.54,0.71,0.0,0.71,0.58,6.93,6.99,79.75
2022-11-05,4.51,0.0,0.0,0.0,-0.88,9.03,7.09,75.79
2022-11-06,4.61,0.0,0.0,0.0,-0.39,8.03,6.11,76.43
2022-11-07,4.65,0.0,0.0,0.0,0.13,7.86,5.51,74.76
2022-11-08,3.66,6.92,0.0,6.92,2.54,5.43,7.23,88.03
2022-11-09,2.6,2.93,0.0,2.93,1.33,4.34,8.1,81.67
2022-11-10,2.45,0.48,0.0,0.48,0.88,4.66,5.5,80.38
2022-11-11,2.83,0.45,0.0,0.45,0.49,5.61,5.48,81.62
2022-11-12,2.4,0.06,0.0,0.06,-1.09,6.29,5.75,81.65
2022-11-13,2.57,0.02,0.0,0.02,-0.71,5.99,5.81,77.28
2022-11-14,2.15,0.28,0.0,0.28,0.05,4.9,5.34,79.23
2022-11-15,1.96,0.0,0.0,0.0,-1.85,5.7,6.2,70.55
2022-11-16,2.55,1.28,0.0,1.28,-1.75,5.73,7.43,72.91
2022-11-17,5.23,0.13,0.0,0.13,1.67,8.33,11.0,66.78
2022-11-18,7.64,0.08,0.0,0.08,4.5,10.5,14.66,54.61
2022-11-19,8.89,0.0,0.0,0.0,6.06,12.39,14.51,58.56
2022-11-20,8.01,0.0,0.0,0.0,3.51,12.76,14.66,60.55
2022-11-21,8.2,0.0,0.0,0.0,4.41,12.27,12.75,55.47
2022-11-22,7.55,0.06,0.0,0.06,3.46,10.79,10.82,54.01
2022-11-23,5.26,0.0,0.0,0.0,0.99,8.31,8.0,75.91
2022-11-24,6.97,0.28,0.0,0.28,2.24,10.65,9.7,60.51
2022-11-25,6.32,2.36,0.0,2.36,2.67,8.91,8.85,70.47
2022-11-26,2.02,30.22,0.0,30.22,1.04,3.42,11.81,85.62
2022-11-27,1.8,6.91,6.91,0.0,-1.18,3.41,8.02,79.86
2022-11-28,0.83,0.0,0.0,0.0,-3.13,3.64,7.46,74.86
2022-11-29,1.53,0.0,0.0,0.0,-2.93,4.66,6.07,75.4
2022-11-30,2.21,0.0,0.0,0.0,-0.13,5.14,4.62,78.98
2022-12-01,2.1,0.0,0.0,0.0,-0.82,6.0,5.68,79.87
2022-12-02,2.73,1.47,0.0,1.47,0.14,6.53,9.07,75.85
2022-12-03,1.22,3.67,3.67,0.0,-1.18,4.35,6.1,86.56
2022-12-04,0.99,2.75,2.75,0.0,-1.15,3.13,4.3,87.18
2022-12-05,-0.49,0.37,0.37,0.0,-3.26,2.6,4.44,85.08
2022-12-06,1.21,0.02,0.02,0.0,-1.08,3.95,5.52,77.3
2022-12-07,0.19,0.0,0.0,0.0,-3.62,3.42,7.19,72.38
2022-12-08,1.87,0.0,0.0,0.0,-3.04,5.59,8.43,68.56
2022-12-09,2.96,0.0,0.0,0.0,0.16,6.72,9.92,67.22
2022-12-10,2.56,0.0,0.0,0.0,-1.63,6.83,9.62,61.85
2022-12-11,4.96,0.0,0.0,0.0,0.92,7.84,16.96,51.92
2022-12-12,5.44,0.89,0.0,0.89,3.05,7.27,16.01,58.33
2022-12-13,3.74,0.4,0.0,0.4,1.05,7.61,11.81,67.15
2022-12-14,0.56,3.05,3.05,0.0,-1.18,3.0,8.48,90.33
2022-12-15,2.42,1.17,0.0,1.17,-0.06,5.42,6.4,84.64
2022-12-16,2.7,3.14,0.0,3.14,-0.64,5.23,7.74,84.94
2022-12-17,1.64,0.0,0.0,0.0,-2.07,7.34,7.36,68.87
2022-12-18,2.52,0.0,0.0,0.0,-1.45,8.12,6.67,56.8
2022-12-19,-0.27,13.24,13.24,0.0,-3.95,3.32,11.34,82.92
2022-12-20,-4.08,3.94,3.94,0.0,-5.21,-2.36,8.68,82.26
2022-12-21,-3.0,0.0,0.0,0.0,-5.5,-0.18,5.64,74.83
2022-12-22,-3.05,0.0,0.0,0.0,-6.42,0.98,6.97,73.57
2022-12-23,-2.8,0.0,0.0,0.0,-5.73,2.06,6.39,69.14
2022-12-24,-2.28,0.0,0.0,0.0,-5.62,1.35,6.13,70.59
2022-12-25,-2.73,0.0,0.0,0.0,-6.56,0.78,8.55,64.04
2022-12-26,-2.47,2.42,2.42,0.0,-5.51,0.23,7.01,71.43
2022-12-27,-2.15,0.28,0.28,0.0,-4.67,1.06,6.21,74.43
2022-12-28,-1.85,10.28,10.28,0.0,-3.76,1.06,10.1,72.3
2022-12-29,-3.37,2.38,2.38,0.0,-6.82,-0.47,7.71,75.94
2022-12-30,-2.44,0.0,0.0,0.0,-6.78,2.8,9.18,59.02
2022-12-31,-2.37,0.0,0.0,0.0,-6.5,2.87,7.46,50.92
2023-01-01,-2.97,0.0,0.0,0.0,-7.13,1.79,6.31,53.16
2023-01-02,-3.12,0.0,0.0,0.0,-7.08,2.47,5.34,53.26
2023-01-03,-1.68,0.0,0.0,0.0,-5.47,3.87,6.01,54.79
2023-01-04,-2.38,0.0,0.0,0.0,-5.72,2.6,6.68,58.57
2023-01-05,-1.94,2.35,2.35,0.0,-6.03,0.82,5.97,81.48
2023-01-06,-1.28,3.4,3.4,0.0,-5.91,3.26,9.59,68.96
2023-01-07,-2.64,6.45,6.45,0.0,-4.24,-0.84,9.62,84.01
2023-01-08,-4.66,5.94,5.94,0.0,-5.98,-3.49,5.97,87.41
2023-01-09,-5.95,0.97,0.97,0.0,-8.88,-3.08,7.05,75.75
2023-01-10,-3.56,0.0,0.0,0.0,-8.12,0.53,9.04,57.21
2023-01-11,-2.09,0.0,0.0,0.0,-7.56,3.26,12.84,52.02
2023-01-12,-1.07,0.0,0.0,0.0,-5.2,2.76,11.84,54.89
2023-01-13,-1.5,0.0,0.0,0.0,-5.22,2.83,10.21,53.1
2023-01-14,-3.27,0.0,0.0,0.0,-6.56,1.49,11.64,63.32
2023-01-15,-2.86,0.0,0.0,0.0,-6.24,0.37,8.85,76.54
