,Şahinkaya Kanyonu - Samsun_temp,Şahinkaya Kanyonu - Samsun_prcp,Şahinkaya Kanyonu - Samsun_snow,Şahinkaya Kanyonu - Samsun_rain,Şahinkaya Kanyonu - Samsun_tmin,Şahinkaya Kanyonu - Samsun_tmax,Şahinkaya Kanyonu - Samsun_wspd,Şahinkaya Kanyonu - Samsun_rhum
2021-12-31,7.29,0.0,0.0,0.0,3.33,11.71,5.23,75.5
2022-01-01,8.45,1.91,0.0,1.91,6.46,10.79,2.53,85.27
2022-01-02,7.76,6.91,0.0,6.91,5.18,10.45,12.78,81.05
2022-01-03,6.28,3.45,0.0,3.45,1.19,10.33,6.51,65.39
2022-01-04,8.02,0.44,0.0,0.44,5.89,11.73,7.49,66.16
2022-01-05,10.02,0.46,0.0,0.46,3.31,16.63,6.76,63.23
2022-01-06,13.05,0.0,0.0,0.0,7.94,18.49,8.87,57.33
2022-01-07,10.86,0.17,0.0,0.17,8.56,14.52,5.19,74.37
2022-01-08,8.81,0.09,0.0,0.09,6.38,12.49,4.75,88.71
2022-01-09,10.15,0.0,0.0,0.0,4.05,17.17,5.04,67.38
2022-01-10,12.12,1.3,0.0,1.3,8.51,15.3,6.73,65.06
2022-01-11,9.63,0.57,0.0,0.57,7.26,12.79,3.84,75.09
2022-01-12,6.57,7.38,0.0,7.38,3.44,9.28,10.66,92.9
2022-01-13,2.52,10.75,0.0,10.75,0.51,3.86,17.61,75.65
2022-01-14,2.32,0.0,0.0,0.0,-0.88,5.22,7.51,63.17
2022-01-15,1.59,2.7,2.7,0.0,-0.47,4.82,13.46,77.53
2022-01-16,1.31,13.01,13.01,0.0,-1.98,3.86,8.13,80.36
2022-01-17,4.18,3.7,0.0,3.7,-0.08,7.69,9.19,64.33
2022-01-18,3.81,0.13,0.0,0.13,1.4,6.53,15.96,58.17
2022-01-19,0.87,5.59,5.59,0.0,-2.12,3.75,7.5,68.79
2022-01-20,2.29,1.4,0.0,1.4,-0.85,5.74,12.3,61.31
2022-01-21,4.85,0.72,0.0,0.72,-1.39,9.07,12.81,50.22
2022-01-22,3.57,9.69,0.0,9.69,1.81,6.55,9.17,83.44
2022-01-23,1.49,30.62,30.62,0.0,0.03,2.59,10.87,91.67
2022-01-24,0.57,11.97,11.97,0.0,-3.11,3.2,9.56,80.41
2022-01-25,-2.09,0.79,0.79,0.0,-5.64,0.34,5.39,75.21
2022-01-26,-0.44,4.33,4.33,0.0,-2.75,1.38,5.21,87.12
2022-01-27,-0.34,1.58,1.58,0.0,-3.84,3.65,6.35,77.19
2022-01-28,0.33,1.77,1.77,0.0,-4.71,5.55,6.9,67.36
2022-01-29,0.49,0.0,0.0,0.0,-2.42,3.37,10.4,64.8
2022-01-30,1.27,0.21,0.21,0.0,-2.16,4.78,6.87,66.27
2022-01-31,3.85,1.03,0.0,1.03,1.18,6.7,6.37,76.02
2022-02-01,4.37,0.0,0.0,0.0,0.84,7.23,5.25,73.2
2022-02-02,8.5,0.0,0.0,0.0,4.49,11.92,8.02,62.42
2022-02-03,9.09,0.0,0.0,0.0,5.78,14.31,7.86,62.06
2022-02-04,4.02,3.52,0.0,3.52,2.27,6.16,12.55,79.97
2022-02-05,3.63,0.98,0.0,0.98,-0.43,6.12,8.94,64.09
2022-02-06,3.47,0.0,0.0,0.0,1.06,7.25,6.81,68.07
2022-02-07,6.36,0.42,0.0,0.42,0.65,10.98,9.28,62.23
2022-02-08,10.66,0.27,0.0,0.27,6.37,15.37,9.1,56.26
2022-02-09,6.28,5.96,0.0,5.96,3.72,10.13,11.57,82.79
2022-02-10,5.14,0.55,0.0,0.55,3.07,7.98,12.69,72.27
2022-02-11,5.29,0.08,0.0,0.08,0.47,10.12,7.05,68.37
2022-02-12,6.87,0.0,0.0,0.0,2.05,13.11,9.48,63.67
2022-02-13,4.57,0.37,0.0,0.37,2.06,7.01,11.26,80.71
2022-02-14,5.44,1.24,0.0,1.24,3.86,6.74,4.75,79.06
2022-02-15,5.87,0.0,0.0,0.0,4.37,7.43,2.87,77.74
2022-02-16,6.06,0.0,0.0,0.0,2.36,9.77,5.99,69.4
2022-02-17,6.86,0.0,0.0,0.0,1.17,12.29,8.78,61.32
2022-02-18,7.5,2.78,0.0,2.78,3.27,12.6,10.39,62.53
2022-02-19,6.62,7.03,0.0,7.03,3.95,10.07,7.02,80.68
2022-02-20,9.12,0.08,0.0,0.08,2.86,14.27,7.49,62.89
2022-02-21,9.84,0.0,0.0,0.0,7.08,14.1,5.18,68.7
2022-02-22,10.7,0.31,0.0,0.31,5.11,15.03,5.3,69.64
2022-02-23,12.29,0.0,0.0,0.0,7.69,18.8,5.71,65.79
2022-02-24,9.17,0.69,0.0,0.69,5.99,13.1,5.89,83.28
2022-02-25,8.67,7.29,0.0,7.29,7.59,9.72,7.48,94.67
2022-02-26,7.6,11.63,0.0,11.63,6.42,9.04,9.4,87.38
2022-02-27,8.34,0.29,0.0,0.29,6.71,10.17,2.3,85.25
2022-02-28,9.39,8.16,0.0,8.16,6.88,14.39,6.8,86.18
2022-03-01,7.67,11.84,0.0,11.84,5.63,9.86,8.68,79.09
2022-03-02,5.15,10.5,0.0,10.5,4.21,6.21,6.98,87.19
2022-03-03,3.8,20.66,0.0,20.66,1.5,5.4,12.19,86.1
2022-03-04,4.48,3.35,0.0,3.35,0.58,8.76,7.2,72.03
2022-03-05,6.0,0.33,0.0,0.33,1.99,9.88,5.96,69.81
2022-03-06,6.65,0.0,0.0,0.0,4.34,9.53,6.57,74.29
2022-03-07,7.18,4.61,0.0,4.61,2.5,12.17,6.14,79.34
2022-03-08,5.89,6.56,0.0,6.56,4.14,8.52,11.66,80.83
2022-03-09,3.23,6.01,0.0,6.01,1.67,5.06,12.72,79.49
2022-03-10,2.75,1.78,0.0,1.78,1.3,4.26,10.75,75.28
2022-03-11,1.32,2.42,2.42,0.0,-0.25,2.74,16.64,73.11
2022-03-12,0.36,0.95,0.95,0.0,-3.63,3.79,8.89,62.5
2022-03-13,1.46,0.52,0.52,0.0,-2.56,5.35,10.02,67.65
2022-03-14,1.41,1.71,1.71,0.0,-2.1,5.37,9.9,71.63
2022-03-15,2.6,0.88,0.0,0.88,-0.84,6.18,9.16,72.9
2022-03-16,4.86,0.26,0.0,0.26,1.01,9.43,7.55,66.52
2022-03-17,2.5,3.06,0.0,3.06,0.75,4.99,11.85,78.93
2022-03-18,0.42,7.2,7.2,0.0,-1.15,3.04,13.02,72.2
2022-03-19,0.19,3.48,3.48,0.0,-4.49,4.49,8.58,69.88
2022-03-20,1.76,4.65,4.65,0.0,-2.0,3.96,11.63,81.07
2022-03-21,3.91,1.01,0.0,1.01,1.72,6.59,10.48,66.65
2022-03-22,4.91,0.27,0.0,0.27,2.47,7.98,9.43,73.85
2022-03-23,5.08,0.48,0.0,0.48,3.01,7.75,5.74,76.31
2022-03-24,5.44,0.47,0.0,0.47,2.45,8.72,5.61,75.52
2022-03-25,7.24,0.39,0.0,0.39,3.92,11.19,4.99,60.07
2022-03-26,6.78,0.72,0.0,0.72,2.69,10.13,9.39,66.09
2022-03-27,8.48,0.0,0.0,0.0,1.52,16.13,6.98,60.31
2022-03-28,8.74,0.0,0.0,0.0,2.82,13.95,6.95,56.96
2022-03-29,10.62,0.0,0.0,0.0,3.23,16.68,6.5,59.85
2022-03-30,13.9,0.22,0.0,0.22,9.0,17.85,6.44,56.47
2022-03-31,16.74,0.0,0.0,0.0,7.77,23.94,9.39,47.29
2022-04-01,18.84,0.0,0.0,0.0,11.94,25.16,9.12,38.6
2022-04-02,19.79,0.0,0.0,0.0,13.54,25.93,12.32,35.66
2022-04-03,14.69,0.0,0.0,0.0,7.88,24.27,15.21,49.65
2022-04-04,10.95,0.18,0.0,0.18,7.04,15.76,7.71,65.75
2022-04-05,9.47,1.01,0.0,1.01,6.18,12.66,9.75,77.62
2022-04-06,10.45,5.45,0.0,5.45,6.75,14.29,12.08,83.5
2022-04-07,11.79,0.76,0.0,0.76,5.96,17.07,9.38,80.37
2022-04-08,13.4,7.28,0.0,7.28,10.0,17.47,7.33,81.39
2022-04-09,14.56,1.5,0.0,1.5,7.03,21.98,7.58,69.98
2022-04-10,14.29,0.0,0.0,0.0,9.5,19.74,5.5,66.5
2022-04-11,14.55,3.59,0.0,3.59,8.85,23.3,14.15,63.97
2022-04-12,8.13,9.56,0.0,9.56,5.95,10.23,11.98,77.41
2022-04-13,7.65,0.69,0.0,0.69,3.81,11.37,7.41,64.1
2022-04-14,8.64,0.78,0.0,0.78,4.83,11.96,7.03,68.14
2022-04-15,10.66,0.08,0.0,0.08,7.92,14.41,4.57,72.13
2022-04-16,11.41,0.0,0.0,0.0,5.04,17.71,7.06,73.21
2022-04-17,12.11,0.08,0.0,0.08,7.04,16.62,3.58,75.93
2022-04-18,15.45,0.5,0.0,0.5,10.6,24.03,9.73,68.33
2022-04-19,10.38,8.02,0.0,8.02,8.73,13.83,12.36,85.99
2022-04-20,9.61,3.62,0.0,3.62,7.5,12.44,10.97,82.98
2022-04-21,10.52,0.09,0.0,0.09,7.16,17.01,10.73,78.94
2022-04-22,10.92,0.0,0.0,0.0,6.86,15.34,6.0,79.17
2022-04-23,12.81,0.0,0.0,0.0,7.15,18.26,5.36,78.21
2022-04-24,15.56,0.09,0.0,0.09,9.98,21.7,9.41,69.85
2022-04-25,16.2,0.0,0.0,0.0,8.86,23.36,5.27,67.98
2022-04-26,16.3,0.0,0.0,0.0,11.2,22.05,9.73,66.4
2022-04-27,15.12,0.0,0.0,0.0,10.31,20.67,10.45,67.95
2022-04-28,14.99,0.0,0.0,0.0,10.69,20.55,9.65,71.18
2022-04-29,14.56,0.0,0.0,0.0,9.45,19.22,7.67,77.95
2022-04-30,13.14,0.09,0.0,0.09,9.6,16.62,11.23,85.04
2022-05-01,13.19,0.88,0.0,0.88,11.19,15.42,9.93,85.62
2022-05-02,12.79,0.0,0.0,0.0,8.18,17.17,7.18,76.64
2022-05-03,12.67,0.0,0.0,0.0,8.6,17.48,4.17,77.11
2022-05-04,11.85,6.67,0.0,6.67,10.13,13.59,10.78,88.41
2022-05-05,11.7,8.42,0.0,8.42,9.68,14.27,9.32,81.6
2022-05-06,10.98,5.71,0.0,5.71,8.78,13.03,10.37,86.86
2022-05-07,10.86,5.76,0.0,5.76,9.35,12.74,10.02,82.31
2022-05-08,11.22,0.94,0.0,0.94,8.89,13.91,8.26,81.62
2022-05-09,11.51,0.0,0.0,0.0,6.63,15.75,7.45,77.6
2022-05-10,12.77,0.0,0.0,0.0,6.02,18.32,6.49,69.88
2022-05-11,12.62,0.13,0.0,0.13,5.93,18.16,8.72,70.73
2022-05-12,13.88,0.0,0.0,0.0,6.59,19.23,7.36,60.68
2022-05-13,15.5,0.0,0.0,0.0,7.86,22.02,6.5,57.44
2022-05-14,17.12,0.0,0.0,0.0,9.39,24.62,6.64,59.67
2022-05-15,17.06,0.0,0.0,0.0,11.05,22.19,8.86,57.96
2022-05-16,17.26,0.0,0.0,0.0,11.56,22.59,8.34,59.09
2022-05-17,16.96,0.0,0.0,0.0,10.3,22.57,6.73,59.01
2022-05-18,18.27,0.0,0.0,0.0,10.63,26.59,10.61,58.05
2022-05-19,12.32,7.68,0.0,7.68,9.45,15.32,13.8,77.94
2022-05-20,13.64,1.14,0.0,1.14,8.52,18.56,5.47,71.13
2022-05-21,16.44,0.0,0.0,0.0,8.36,22.91,5.65,63.75
2022-05-22,18.56,0.0,0.0,0.0,10.36,25.74,6.64,60.74
2022-05-23,16.38,3.58,0.0,3.58,13.17,20.78,8.67,69.99
2022-05-24,14.74,2.55,0.0,2.55,10.75,19.03,7.37,77.11
2022-05-25,15.63,0.0,0.0,0.0,9.53,20.62,7.31,71.71
2022-05-26,17.74,0.0,0.0,0.0,10.3,22.82,7.62,70.5
2022-05-27,18.22,0.0,0.0,0.0,13.27,23.82,10.08,71.8
2022-05-28,18.43,0.0,0.0,0.0,11.59,24.67,8.69,71.28
2022-05-29,20.41,0.0,0.0,0.0,13.23,26.4,7.92,69.43
2022-05-30,22.08,0.17,0.0,0.17,14.1,29.96,8.76,70.04
2022-05-31,21.61,0.56,0.0,0.56,16.69,27.6,11.47,72.62
2022-06-01,20.23,0.0,0.0,0.0,16.06,25.18,10.84,76.53
2022-06-02,20.29,0.04,0.0,0.04,14.66,25.45,10.22,72.43
2022-06-03,21.73,0.17,0.0,0.17,17.83,27.31,11.12,74.01
2022-06-04,22.13,0.13,0.0,0.13,16.61,27.05,14.79,74.24
2022-06-05,23.01,0.0,0.0,0.0,17.77,28.91,13.9,68.63
2022-06-06,21.49,0.49,0.0,0.49,16.54,26.32,11.06,74.49
2022-06-07,21.01,0.27,0.0,0.27,16.84,25.4,12.77,77.32
2022-06-08,21.65,0.36,0.0,0.36,16.78,27.16,8.51,76.25
2022-06-09,21.39,3.17,0.0,3.17,17.79,26.15,10.46,82.06
2022-06-10,21.56,0.94,0.0,0.94,16.38,27.25,9.4,78.41
2022-06-11,22.51,0.93,0.0,0.93,16.83,27.9,10.08,79.36
2022-06-12,21.59,2.61,0.0,2.61,17.64,25.94,10.92,83.47
2022-06-13,21.73,2.83,0.0,2.83,18.69,25.23,10.37,80.54
2022-06-14,22.85,0.49,0.0,0.49,19.14,27.74,8.83,73.56
2022-06-15,21.91,0.54,0.0,0.54,16.35,26.59,8.71,71.66
2022-06-16,21.64,0.0,0.0,0.0,16.25,26.15,11.22,69.29
2022-06-17,22.15,0.0,0.0,0.0,17.61,26.25,11.66,67.7
2022-06-18,21.84,0.0,0.0,0.0,16.33,26.27,11.66,65.5
2022-06-19,21.83,0.0,0.0,0.0,16.35,25.53,12.47,67.66
2022-06-20,22.7,0.0,0.0,0.0,15.28,28.59,6.97,64.51
2022-06-21,22.5,0.09,0.0,0.09,15.53,27.75,11.62,68.21
2022-06-22,22.25,0.9,0.0,0.9,17.77,29.46,9.67,67.19
2022-06-23,21.47,0.0,0.0,0.0,15.77,26.48,8.65,59.73
2022-06-24,18.86,3.1,0.0,3.1,16.23,23.6,7.23,75.06
2022-06-25,18.66,11.15,0.0,11.15,14.64,23.85,5.98,79.82
2022-06-26,18.75,14.12,0.0,14.12,15.32,22.86,6.18,80.52
2022-06-27,19.65,32.0,0.0,32.0,16.81,23.23,5.95,84.19
2022-06-28,20.28,3.64,0.0,3.64,16.35,24.77,6.6,80.49
2022-06-29,20.53,7.44,0.0,7.44,17.39,24.4,7.0,82.02
2022-06-30,22.27,0.0,0.0,0.0,18.34,26.82,8.15,76.33
2022-07-01,22.38,0.58,0.0,0.58,19.25,25.94,9.4,75.72
2022-07-02,22.49,0.0,0.0,0.0,15.97,28.2,10.65,67.09
2022-07-03,21.36,0.0,0.0,0.0,15.72,25.76,10.67,64.81
2022-07-04,20.97,0.0,0.0,0.0,14.49,25.77,11.29,64.1
2022-07-05,21.9,0.0,0.0,0.0,15.24,26.9,12.16,67.82
2022-07-06,22.83,0.0,0.0,0.0,16.28,28.09,11.14,71.1
2022-07-07,23.58,0.0,0.0,0.0,16.35,28.93,9.25,68.19
2022-07-08,24.0,0.0,0.0,0.0,17.52,29.31,10.02,66.42
2022-07-09,23.95,0.13,0.0,0.13,18.53,29.11,9.55,69.57
2022-07-10,23.57,3.5,0.0,3.5,20.22,27.83,9.89,73.68
2022-07-11,23.28,0.69,0.0,0.69,19.66,27.54,10.54,71.7
2022-07-12,22.72,0.63,0.0,0.63,18.49,26.75,11.89,69.64
2022-07-13,22.64,0.0,0.0,0.0,17.02,27.39,9.63,67.39
2022-07-14,22.36,0.85,0.0,0.85,16.19,26.88,11.67,66.64
2022-07-15,21.71,0.63,0.0,0.63,18.02,24.71,9.94,72.64
2022-07-16,23.48,0.15,0.0,0.15,18.62,27.63,10.35,66.46
2022-07-17,25.01,0.44,0.0,0.44,22.18,28.48,13.21,66.27
2022-07-18,22.62,7.93,0.0,7.93,18.56,27.34,13.13,69.05
2022-07-19,22.13,0.0,0.0,0.0,18.52,26.29,14.31,63.6
2022-07-20,21.77,0.0,0.0,0.0,16.71,26.74,11.26,65.14
2022-07-21,22.37,0.0,0.0,0.0,15.56,27.57,9.83,59.65
2022-07-22,22.73,0.12,0.0,0.12,17.68,28.26,10.27,64.41
2022-07-23,23.08,0.0,0.0,0.0,16.32,28.6,9.96,63.54
2022-07-24,22.83,0.0,0.0,0.0,17.1,27.83,9.54,67.27
2022-07-25,22.99,0.0,0.0,0.0,16.4,28.43,8.51,64.4
2022-07-26,23.31,0.0,0.0,0.0,16.98,28.29,9.6,66.13
2022-07-27,24.06,0.0,0.0,0.0,18.09,29.37,9.33,66.09
2022-07-28,23.67,0.0,0.0,0.0,17.0,29.07,12.01,67.08
2022-07-29,24.11,0.0,0.0,0.0,17.48,29.94,11.44,68.11
2022-07-30,24.23,0.0,0.0,0.0,16.93,30.05,10.43,67.16
2022-07-31,25.46,0.0,0.0,0.0,19.47,30.64,8.93,72.24
2022-08-01,25.87,0.0,0.0,0.0,20.19,31.38,12.13,71.35
2022-08-02,25.32,0.0,0.0,0.0,20.37,30.2,14.38,63.24
2022-08-03,24.96,0.0,0.0,0.0,20.61,29.21,12.7,69.36
2022-08-04,25.38,0.0,0.0,0.0,20.13,29.9,10.05,71.43
2022-08-05,25.44,0.29,0.0,0.29,22.91,28.85,10.63,73.47
2022-08-06,25.99,0.0,0.0,0.0,21.2,30.62,11.41,71.02
2022-08-07,25.37,0.0,0.0,0.0,20.69,29.98,9.69,71.42
2022-08-08,25.77,0.0,0.0,0.0,20.16,30.72,11.23,69.71
2022-08-09,25.83,0.12,0.0,0.12,19.66,31.02,10.18,72.17
2022-08-10,25.62,0.0,0.0,0.0,19.86,31.43,10.83,68.9
2022-08-11,25.44,0.0,0.0,0.0,19.97,29.65,8.96,67.58
2022-08-12,25.37,0.0,0.0,0.0,20.55,30.41,11.73,70.77
2022-08-13,25.43,0.72,0.0,0.72,19.44,30.73,8.18,70.85
2022-08-14,26.23,0.0,0.0,0.0,20.53,31.89,8.22,70.79
2022-08-15,25.75,0.21,0.0,0.21,20.68,30.53,11.75,73.18
2022-08-16,25.93,0.13,0.0,0.13,21.21,30.92,9.49,70.32
2022-08-17,26.61,0.0,0.0,0.0,21.37,31.71,8.83,68.48
2022-08-18,26.06,0.0,0.0,0.0,20.74,31.09,9.41,68.4
2022-08-19,25.41,0.0,0.0,0.0,18.79,30.88,10.12,67.72
2022-08-20,25.62,0.0,0.0,0.0,20.37,31.0,9.23,69.65
2022-08-21,26.3,0.29,0.0,0.29,19.79,32.02,7.23,68.32
2022-08-22,27.03,0.0,0.0,0.0,21.05,33.58,7.36,65.53
2022-08-23,27.35,0.0,0.0,0.0,20.47,33.57,8.08,60.9
2022-08-24,27.39,0.0,0.0,0.0,22.58,33.13,10.76,63.93
2022-08-25,27.35,0.0,0.0,0.0,22.8,32.95,9.45,70.57
2022-08-26,26.94,0.0,0.0,0.0,21.89,32.37,10.59,69.68
2022-08-27,26.67,0.13,0.0,0.13,22.12,31.7,9.57,71.5
2022-08-28,25.96,14.76,0.0,14.76,21.89,32.07,7.4,74.29
2022-08-29,25.97,0.0,0.0,0.0,20.26,31.26,7.67,72.87
2022-08-30,27.03,0.0,0.0,0.0,21.34,33.26,10.8,73.32
2022-08-31,27.06,0.0,0.0,0.0,21.47,34.06,8.35,72.67
2022-09-01,26.93,0.0,0.0,0.0,22.0,32.32,9.61,73.42
2022-09-02,27.03,0.13,0.0,0.13,21.68,32.69,10.51,69.78
2022-09-03,27.02,0.0,0.0,0.0,21.51,34.15,9.26,72.13
2022-09-04,24.8,1.72,0.0,1.72,21.58,29.42,13.39,69.96
2022-09-05,22.24,0.68,0.0,0.68,19.78,26.55,14.01,66.65
2022-09-06,20.26,7.31,0.0,7.31,15.78,23.8,12.24,60.52
2022-09-07,18.14,0.0,0.0,0.0,13.61,23.96,9.5,60.42
2022-09-08,18.84,19.13,0.0,19.13,12.57,24.28,8.42,68.67
2022-09-09,20.78,0.15,0.0,0.15,14.41,26.84,8.71,63.69
2022-09-10,22.1,0.0,0.0,0.0,14.63,28.87,7.31,61.51
2022-09-11,23.35,0.0,0.0,0.0,16.41,30.75,7.49,60.49
2022-09-12,21.94,5.41,0.0,5.41,16.46,29.42,10.12,61.95
2022-09-13,19.6,6.57,0.0,6.57,16.34,25.12,8.85,75.05
2022-09-14,19.56,1.87,0.0,1.87,15.25,24.42,7.21,69.71
2022-09-15,21.15,0.0,0.0,0.0,14.21,27.87,4.46,62.77
2022-09-16,25.13,0.0,0.0,0.0,16.47,34.19,5.29,52.41
2022-09-17,25.12,0.0,0.0,0.0,18.4,32.51,5.45,55.29
2022-09-18,25.98,0.0,0.0,0.0,18.32,35.77,9.66,55.19
2022-09-19,20.69,1.14,0.0,1.14,18.41,23.12,17.08,73.9
2022-09-20,19.8,1.31,0.0,1.31,15.59,25.38,9.65,74.8
2022-09-21,17.61,1.2,0.0,1.2,16.06,19.4,14.15,72.26
2022-09-22,17.32,9.32,0.0,9.32,14.87,20.97,7.57,74.92
2022-09-23,17.47,1.48,0.0,1.48,14.37,21.76,10.2,63.48
2022-09-24,16.59,2.17,0.0,2.17,13.55,20.94,9.83,66.76
2022-09-25,16.79,0.11,0.0,0.11,10.83,23.05,4.97,62.65
2022-09-26,18.61,0.0,0.0,0.0,11.51,26.48,4.81,57.48
2022-09-27,20.75,0.0,0.0,0.0,12.32,30.68,4.51,46.27
2022-09-28,22.21,1.94,0.0,1.94,15.93,28.49,7.8,45.73
2022-09-29,21.08,0.38,0.0,0.38,15.06,27.49,5.88,63.06
2022-09-30,21.53,0.0,0.0,0.0,15.17,28.32,5.74,65.14
2022-10-01,21.76,0.0,0.0,0.0,15.03,27.81,5.57,65.05
2022-10-02,21.81,5.75,0.0,5.75,15.59,29.65,8.73,62.63
2022-10-03,18.73,2.65,0.0,2.65,15.44,23.41,10.64,68.38
2022-10-04,17.51,1.01,0.0,1.01,12.28,23.47,10.88,69.86
2022-10-05,17.54,6.6,0.0,6.6,14.3,21.52,10.48,75.41
2022-10-06,17.36,1.19,0.0,1.19,15.21,19.03,12.6,70.74
2022-10-07,17.64,0.0,0.0,0.0,15.3,20.42,13.78,68.51
2022-10-08,17.64,1.21,0.0,1.21,15.95,20.2,8.75,81.7
2022-10-09,17.9,2.05,0.0,2.05,14.59,21.48,5.62,80.85
2022-10-10,18.23,3.85,0.0,3.85,14.82,21.94,10.15,72.75
2022-10-11,16.63,1.06,0.0,1.06,12.23,20.95,6.31,71.59
2022-10-12,16.58,0.15,0.0,0.15,12.15,20.59,7.74,75.99
2022-10-13,17.15,0.0,0.0,0.0,14.64,19.15,12.17,68.72
2022-10-14,15.34,0.0,0.0,0.0,10.55,19.75,6.99,69.66
2022-10-15,16.24,1.33,0.0,1.33,13.14,19.25,4.98,72.9
2022-10-16,16.6,4.16,0.0,4.16,13.59,20.21,6.92,81.85
2022-10-17,17.14,5.54,0.0,5.54,15.36,19.26,13.21,84.13
2022-10-18,17.16,0.22,0.0,0.22,15.83,18.63,11.52,79.99
2022-10-19,16.7,0.0,0.0,0.0,14.89,19.99,4.24,83.94
2022-10-20,14.41,4.0,0.0,4.0,12.29,16.52,9.58,86.09
2022-10-21,12.04,0.88,0.0,0.88,8.83,15.47,11.29,67.08
2022-10-22,11.72,0.31,0.0,0.31,5.86,17.03,5.16,70.53
2022-10-23,13.98,0.0,0.0,0.0,7.26,20.56,5.25,58.62
2022-10-24,14.54,0.0,0.0,0.0,10.38,20.06,6.9,68.49
2022-10-25,14.0,0.0,0.0,0.0,8.99,19.87,4.42,76.91
2022-10-26,14.77,0.0,0.0,0.0,8.01,21.42,4.41,71.17
2022-10-27,15.29,0.0,0.0,0.0,11.65,19.7,8.55,73.84
2022-10-28,12.98,0.0,0.0,0.0,8.37,18.2,6.79,74.88
2022-10-29,12.02,0.24,0.0,0.24,7.48,17.11,7.49,73.86
2022-10-30,11.33,0.15,0.0,0.15,5.89,17.75,3.57,73.93
2022-10-31,12.73,0.13,0.0,0.13,6.05,19.08,4.24,70.25
2022-11-01,12.66,0.44,0.0,0.44,8.6,17.36,8.0,70.98
2022-11-02,11.17,0.0,0.0,0.0,5.8,17.13,3.2,74.86
2022-11-03,13.24,0.41,0.0,0.41,7.13,19.18,5.85,69.08
2022-11-04,12.9,0.09,0.0,0.09,8.8,18.68,4.67,74.74
2022-11-05,13.16,0.0,0.0,0.0,7.57,19.56,3.84,75.33
2022-11-06,13.5,0.0,0.0,0.0,8.75,19.02,3.69,71.26
2022-11-07,13.98,2.12,0.0,2.12,10.47,18.05,4.54,79.14
2022-11-08,12.59,2.92,0.0,2.92,11.27,14.35,6.6,86.64
2022-11-09,12.13,1.41,0.0,1.41,9.89,15.07,7.52,74.9
2022-11-10,11.93,0.0,0.0,0.0,9.9,13.84,3.02,74.45
2022-11-11,12.37,0.0,0.0,0.0,9.47,15.32,3.43,75.78
2022-11-12,12.57,0.0,0.0,0.0,8.39,17.27,4.19,79.29
2022-11-13,10.79,0.0,0.0,0.0,6.83,15.08,3.25,84.1
2022-11-14,10.6,0.06,0.0,0.06,7.12,14.53,3.29,82.12
2022-11-15,12.02,0.0,0.0,0.0,8.35,16.27,3.51,75.72
2022-11-16,9.97,0.0,0.0,0.0,6.07,14.71,3.44,77.63
2022-11-17,13.46,0.0,0.0,0.0,5.15,19.65,6.76,61.72
2022-11-18,17.0,0.38,0.0,0.38,14.1,21.08,10.19,54.93
2022-11-19,18.89,0.09,0.0,0.09,14.16,24.45,9.62,53.2
2022-11-20,18.75,0.0,0.0,0.0,12.34,25.18,7.06,55.22
2022-11-21,18.54,0.0,0.0,0.0,14.95,23.33,4.59,53.0
2022-11-22,14.71,1.35,0.0,1.35,10.15,19.12,8.49,64.51
2022-11-23,13.23,0.0,0.0,0.0,7.81,19.53,5.39,69.75
2022-11-24,14.22,0.0,0.0,0.0,10.24,18.99,4.4,63.52
2022-11-25,13.17,3.95,0.0,3.95,10.61,15.95,6.96,80.03
2022-11-26,10.8,13.8,0.0,13.8,9.8,12.84,8.6,86.52
2022-11-27,10.37,0.51,0.0,0.51,7.2,13.42,6.7,76.04
2022-11-28,9.54,1.12,0.0,1.12,6.66,12.65,3.61,82.25
2022-11-29,10.22,0.0,0.0,0.0,8.04,12.16,3.32,83.96
2022-11-30,9.72,0.0,0.0,0.0,7.89,11.38,1.79,89.08
2022-12-01,10.09,0.0,0.0,0.0,7.44,12.72,2.37,88.74
2022-12-02,11.88,2.35,0.0,2.35,8.87,15.3,3.06,89.73
2022-12-03,11.38,1.09,0.0,1.09,8.72,14.9,5.27,88.05
2022-12-04,10.83,0.73,0.0,0.73,8.11,13.6,6.66,83.81
2022-12-05,9.93,1.5,0.0,1.5,6.94,12.51,3.02,84.75
2022-12-06,10.02,7.63,0.0,7.63,7.52,12.61,2.25,83.33
2022-12-07,8.82,0.0,0.0,0.0,5.06,13.88,3.49,77.25
2022-12-08,8.47,0.0,0.0,0.0,5.26,13.64,2.81,79.66
2022-12-09,10.2,0.0,0.0,0.0,4.84,15.13,4.06,77.66
2022-12-10,13.18,0.08,0.0,0.08,8.18,17.73,5.65,67.53
2022-12-11,15.14,0.72,0.0,0.72,12.15,17.31,6.51,62.52
2022-12-12,14.89,2.64,0.0,2.64,11.6,18.52,7.49,68.61
2022-12-13,13.73,1.17,0.0,1.17,10.04,19.48,8.25,75.57
2022-12-14,8.36,18.2,0.0,18.2,7.15,11.27,8.28,87.96
2022-12-15,12.86,3.85,0.0,3.85,7.89,18.34,6.06,78.0
2022-12-16,13.05,2.53,0.0,2.53,10.21,17.08,4.54,86.04
2022-12-17,12.93,0.0,0.0,0.0,8.59,19.18,4.47,79.82
2022-12-18,12.44,0.0,0.0,0.0,9.06,16.59,4.32,80.43
