,Valla Kanyonu - Kastamonu_temp,Valla Kanyonu - Kastamonu_prcp,Valla Kanyonu - Kastamonu_snow,Valla Kanyonu - Kastamonu_rain,Valla Kanyonu - Kastamonu_tmin,Valla Kanyonu - Kastamonu_tmax,Valla Kanyonu - Kastamonu_wspd,Valla Kanyonu - Kastamonu_rhum
2022-12-18,9.08,2.66,0.0,2.66,5.55,12.15,9.38,85.99
2022-12-19,4.55,17.25,0.0,17.25,2.0,7.91,10.45,93.8
2022-12-20,2.18,2.7,0.0,2.7,-0.01,4.84,10.05,82.9
2022-12-21,3.17,0.0,0.0,0.0,-0.3,7.42,9.3,81.16
2022-12-22,3.42,0.0,0.0,0.0,-0.41,6.93,8.76,84.99
2022-12-23,3.9,0.0,0.0,0.0,-0.08,7.19,9.11,79.2
2022-12-24,4.69,0.0,0.0,0.0,1.33,7.85,9.43,77.71
2022-12-25,5.66,2.32,0.0,2.32,3.05,7.2,9.76,84.36
2022-12-26,4.96,9.36,0.0,9.36,3.8,6.95,14.34,89.84
2022-12-27,5.41,0.04,0.0,0.04,0.42,9.71,9.26,73.48
2022-12-28,6.67,4.77,0.0,4.77,2.86,10.07,13.79,81.07
2022-12-29,3.38,0.0,0.0,0.0,-0.66,8.12,8.46,85.39
2022-12-30,4.9,0.0,0.0,0.0,1.67,7.77,8.75,79.77
2022-12-31,5.8,0.0,0.0,0.0,1.16,9.57,8.96,79.45
2023-01-01,5.19,0.0,0.0,0.0,0.41,9.74,8.85,78.71
2023-01-02,4.01,0.0,0.0,0.0,0.23,7.36,8.63,75.69
2023-01-03,3.33,0.0,0.0,0.0,-1.74,6.79,8.92,69.83
2023-01-04,6.45,0.95,0.0,0.95,-2.13,9.95,12.53,69.95
2023-01-05,6.13,0.18,0.0,0.18,2.65,9.86,6.96,90.34
2023-01-06,6.4,4.66,0.0,4.66,2.92,9.38,13.14,82.82
2023-01-07,4.74,5.69,0.0,5.69,3.08,6.86,10.24,89.57
2023-01-08,4.04,0.47,0.0,0.47,0.71,7.29,7.28,87.21
2023-01-09,2.36,0.0,0.0,0.0,-2.24,7.55,8.39,77.59
2023-01-10,4.79,0.0,0.0,0.0,-0.89,9.59,8.9,67.53
2023-01-11,6.73,0.07,0.0,0.07,3.41,10.49,10.59,66.25
2023-01-12,7.48,0.0,0.0,0.0,3.97,11.49,7.51,74.69
2023-01-13,5.96,0.0,0.0,0.0,1.45,10.01,6.86,86.89
2023-01-14,5.28,0.29,0.0,0.29,1.53,9.28,5.99,85.84
2023-01-15,4.57,0.85,0.0,0.85,1.55,8.27,5.92,88.19
2023-01-16,4.15,0.0,0.0,0.0,-1.48,9.02,7.41,83.17
2023-01-17,8.08,0.0,0.0,0.0,-0.26,13.78,12.9,59.16
2023-01-18,10.81,0.0,0.0,0.0,5.77,16.24,13.62,56.45
2023-01-19,11.31,0.0,0.0,0.0,4.93,16.65,13.11,55.74
2023-01-20,10.2,0.0,0.0,0.0,4.89,15.04,11.15,53.55
2023-01-21,8.84,0.0,0.0,0.0,1.84,13.69,9.57,62.25
2023-01-22,7.28,0.0,0.0,0.0,1.46,12.62,6.29,71.55
2023-01-23,6.34,0.0,0.0,0.0,1.37,11.52,6.79,79.11
2023-01-24,3.73,1.25,0.0,1.25,1.87,6.17,5.43,87.21
2023-01-25,3.94,1.85,0.0,1.85,2.11,7.06,6.02,85.77
2023-01-26,3.78,0.0,0.0,0.0,-2.29,9.04,8.12,78.7
2023-01-27,7.3,1.14,0.0,1.14,3.31,10.94,9.37,65.53
2023-01-28,8.09,2.29,0.0,2.29,3.31,13.19,8.69,71.14
2023-01-29,3.29,5.01,0.0,5.01,0.74,5.46,16.7,87.36
2023-01-30,1.78,2.68,2.68,0.0,0.25,4.41,11.74,84.16
2023-01-31,1.45,3.98,3.98,0.0,-0.11,3.96,8.25,85.63
2023-02-01,0.92,4.83,4.83,0.0,-0.94,3.79,11.53,86.62
2023-02-02,2.12,1.77,0.0,1.77,-0.81,5.45,15.08,75.47
2023-02-03,2.56,2.79,0.0,2.79,-0.4,6.45,13.92,74.59
2023-02-04,2.34,0.3,0.0,0.3,-1.81,5.75,9.16,70.91
2023-02-05,2.24,0.71,0.0,0.71,-0.14,4.77,8.41,74.52
2023-02-06,1.39,8.88,8.88,0.0,-0.45,3.57,15.6,87.24
2023-02-07,-1.09,8.67,8.67,0.0,-3.03,1.89,13.05,82.4
2023-02-08,-1.13,10.84,10.84,0.0,-3.1,1.54,10.91,86.99
2023-02-09,-0.92,5.09,5.09,0.0,-2.6,3.05,7.74,88.38
2023-02-10,-0.38,1.66,1.66,0.0,-2.58,1.6,7.81,83.26
2023-02-11,-0.19,1.66,1.66,0.0,-2.52,2.0,7.78,77.03
2023-02-12,0.47,0.0,0.0,0.0,-3.67,4.87,11.68,66.01
2023-02-13,0.7,1.98,1.98,0.0,-1.5,4.12,13.31,63.59
2023-02-14,0.51,2.64,2.64,0.0,-4.0,4.68,13.35,60.63
2023-02-15,1.49,30.26,30.26,0.0,-0.46,3.04,15.42,76.19
2023-02-16,1.37,13.71,13.71,0.0,-0.74,3.31,14.96,70.72
2023-02-17,3.67,0.0,0.0,0.0,-1.84,9.41,10.93,53.74
2023-02-18,8.29,0.32,0.0,0.32,2.42,12.05,14.8,49.53
2023-02-19,10.11,0.24,0.0,0.24,6.38,14.03,16.55,52.4
2023-02-20,5.29,6.62,0.0,6.62,0.72,9.19,14.64,80.1
2023-02-21,7.06,0.0,0.0,0.0,-0.03,13.79,16.41,53.9
2023-02-22,8.3,0.0,0.0,0.0,3.63,13.07,12.47,61.5
2023-02-23,5.72,0.16,0.0,0.16,1.58,9.98,6.63,74.8
2023-02-24,4.46,0.0,0.0,0.0,-0.87,9.72,6.91,75.69
2023-02-25,9.19,0.06,0.0,0.06,3.38,15.14,10.34,55.52
2023-02-26,12.29,0.0,0.0,0.0,6.94,18.24,13.56,45.9
2023-02-27,13.47,0.0,0.0,0.0,7.39,19.28,11.51,46.77
2023-02-28,9.85,0.02,0.0,0.02,5.43,14.65,6.39,72.06
2023-03-01,7.86,4.77,0.0,4.77,6.07,10.55,4.43,96.3
2023-03-02,6.66,0.98,0.0,0.98,4.89,8.92,5.21,97.81
2023-03-03,6.33,0.16,0.0,0.16,4.66,9.72,4.79,95.61
2023-03-04,6.36,0.61,0.0,0.61,3.81,9.45,7.26,88.71
2023-03-05,7.58,7.67,0.0,7.67,4.18,12.71,5.87,82.28
2023-03-06,5.35,18.41,0.0,18.41,2.11,7.38,11.61,88.95
2023-03-07,7.6,0.14,0.0,0.14,2.38,13.51,10.33,59.83
2023-03-08,9.39,0.81,0.0,0.81,4.61,15.15,9.56,59.03
2023-03-09,10.78,0.28,0.0,0.28,5.93,15.54,8.94,60.12
2023-03-10,11.61,1.11,0.0,1.11,7.72,16.24,11.29,59.49
2023-03-11,13.0,6.38,0.0,6.38,8.17,18.63,14.9,61.82
2023-03-12,7.71,13.33,0.0,13.33,3.56,12.13,11.87,86.21
2023-03-13,3.79,2.4,0.0,2.4,1.91,5.29,8.88,79.36
2023-03-14,4.08,0.15,0.0,0.15,1.47,8.28,6.39,75.22
2023-03-15,6.36,0.0,0.0,0.0,1.83,11.6,5.6,81.79
2023-03-16,7.7,3.39,0.0,3.39,4.11,11.25,5.59,86.59
2023-03-17,6.8,12.32,0.0,12.32,4.0,10.36,8.29,93.31
2023-03-18,6.04,3.67,0.0,3.67,4.14,9.12,5.71,94.84
2023-03-19,6.06,3.94,0.0,3.94,5.17,7.46,5.98,95.65
2023-03-20,5.65,1.22,0.0,1.22,4.28,7.97,10.28,89.27
2023-03-21,6.51,0.04,0.0,0.04,1.3,12.53,4.97,76.45
2023-03-22,7.03,0.76,0.0,0.76,2.73,10.41,4.61,84.3
2023-03-23,6.92,3.86,0.0,3.86,5.45,9.83,5.97,92.48
2023-03-24,7.62,0.0,0.0,0.0,4.61,11.72,6.72,85.14
2023-03-25,8.33,0.0,0.0,0.0,3.87,13.51,5.63,81.75
2023-03-26,9.08,3.43,0.0,3.43,2.7,15.2,10.5,81.05
2023-03-27,11.22,0.11,0.0,0.11,4.99,17.07,9.52,60.47
2023-03-28,9.05,10.93,0.0,10.93,4.73,15.08,17.36,73.54
2023-03-29,1.82,11.1,11.1,0.0,-0.84,4.05,14.99,78.65
2023-03-30,0.04,5.07,5.07,0.0,-2.9,3.8,13.94,74.96
2023-03-31,3.83,0.84,0.0,0.84,-1.69,10.02,9.99,51.71
2023-04-01,11.48,0.98,0.0,0.98,4.04,17.85,9.91,53.81
2023-04-02,11.04,2.1,0.0,2.1,7.81,15.17,8.93,75.94
2023-04-03,12.15,3.13,0.0,3.13,8.75,16.77,7.11,73.81
2023-04-04,14.14,1.17,0.0,1.17,8.4,21.1,10.16,57.33
2023-04-05,8.28,2.97,0.0,2.97,5.49,12.67,15.56,86.22
2023-04-06,7.18,2.86,0.0,2.86,4.93,10.06,6.81,82.97
2023-04-07,6.04,3.17,0.0,3.17,4.35,9.36,6.26,92.09
2023-04-08,7.38,2.99,0.0,2.99,4.15,11.64,7.0,83.36
2023-04-09,8.33,0.0,0.0,0.0,3.39,12.94,5.71,82.22
2023-04-10,8.31,6.45,0.0,6.45,5.11,12.99,5.57,87.84
2023-04-11,8.7,0.47,0.0,0.47,5.37,12.88,7.47,81.8
2023-04-12,8.25,1.3,0.0,1.3,5.75,12.23,6.48,82.17
2023-04-13,7.83,1.41,0.0,1.41,4.95,11.28,13.23,81.08
2023-04-14,13.59,0.0,0.0,0.0,5.31,19.97,11.02,48.43
2023-04-15,15.74,0.67,0.0,0.67,8.58,22.0,8.34,51.69
