,Gölcük Tabiat Parkı - Bolu_temp,Gölcük Tabiat Parkı - Bolu_prcp,Gölcük Tabiat Parkı - Bolu_snow,Gölcük Tabiat Parkı - Bolu_rain,Gölcük Tabiat Parkı - Bolu_tmin,Gölcük Tabiat Parkı - Bolu_tmax,Gölcük Tabiat Parkı - Bolu_wspd,Gölcük Tabiat Parkı - Bolu_rhum
2022-12-14,3.04,8.22,0.0,8.22,-0.44,5.13,2.46,87.91
2022-12-15,6.82,0.0,0.0,0.0,-0.02,9.71,3.14,85.09
2022-12-16,9.23,4.7,0.0,4.7,3.99,13.87,1.96,84.07
2022-12-17,8.59,0.0,0.0,0.0,-0.17,15.8,2.08,75.32
2022-12-18,6.61,0.16,0.0,0.16,-0.93,12.29,2.33,85.55
2022-12-19,0.48,3.01,3.01,0.0,-1.66,2.05,6.34,85.9
2022-12-20,-1.2,0.45,0.45,0.0,-4.84,1.26,4.54,69.6
2022-12-21,-1.54,0.0,0.0,0.0,-8.21,3.18,2.1,72.01
2022-12-22,-0.05,0.0,0.0,0.0,-7.09,4.4,3.11,80.25
2022-12-23,0.1,0.0,0.0,0.0,-6.07,4.02,2.85,77.05
2022-12-24,2.51,0.0,0.0,0.0,-2.54,5.93,2.49,75.11
2022-12-25,1.01,4.43,4.43,0.0,-1.36,1.92,2.93,86.98
2022-12-26,0.54,15.81,15.81,0.0,-2.54,3.64,5.08,87.52
2022-12-27,-0.04,0.68,0.68,0.0,-6.4,6.01,1.85,82.11
2022-12-28,3.09,1.72,0.0,1.72,-0.84,5.51,3.33,87.77
2022-12-29,2.23,0.68,0.0,0.68,-1.52,7.42,1.33,86.87
2022-12-30,2.21,0.0,0.0,0.0,-4.3,9.44,1.49,82.31
2022-12-31,2.61,0.0,0.0,0.0,-1.94,4.96,1.23,80.37
2023-01-01,0.35,0.0,0.0,0.0,-5.23,6.74,1.49,84.17
2023-01-02,-1.69,0.0,0.0,0.0,-7.48,7.01,1.26,76.09
2023-01-03,-1.31,0.0,0.0,0.0,-8.39,7.84,1.03,67.57
2023-01-04,-0.25,0.02,0.02,0.0,-7.99,7.4,1.69,73.09
2023-01-05,1.18,0.01,0.01,0.0,-3.71,8.59,1.85,82.23
2023-01-06,0.27,3.06,3.06,0.0,-3.8,2.18,3.52,86.4
2023-01-07,0.95,0.0,0.0,0.0,-3.05,4.85,2.02,79.9
2023-01-08,-0.6,0.0,0.0,0.0,-6.13,4.96,1.93,79.39
2023-01-09,-0.84,0.0,0.0,0.0,-7.14,4.21,3.15,71.94
2023-01-10,1.91,0.0,0.0,0.0,-7.45,8.49,2.85,61.76
2023-01-11,5.81,0.03,0.0,0.03,2.0,9.62,4.38,58.43
2023-01-12,6.84,0.0,0.0,0.0,1.65,10.15,3.79,57.75
2023-01-13,1.79,0.0,0.0,0.0,-4.13,7.94,1.51,74.83
2023-01-14,-0.38,0.03,0.03,0.0,-4.45,3.64,1.52,87.42
2023-01-15,0.4,0.01,0.01,0.0,-4.33,4.86,1.54,82.7
2023-01-16,0.49,0.0,0.0,0.0,-7.64,7.52,1.47,77.29
2023-01-17,6.23,0.0,0.0,0.0,-1.85,8.77,4.29,59.56
2023-01-18,8.78,0.0,0.0,0.0,4.42,12.33,4.76,52.06
2023-01-19,8.16,0.0,0.0,0.0,-1.41,13.64,3.26,53.02
2023-01-20,8.01,0.0,0.0,0.0,-3.47,15.52,3.3,45.14
2023-01-21,6.37,0.0,0.0,0.0,-3.71,13.02,2.58,56.92
2023-01-22,4.78,0.0,0.0,0.0,-4.41,11.49,1.65,66.03
2023-01-23,2.14,0.0,0.0,0.0,-5.48,9.45,2.08,77.92
2023-01-24,1.25,0.41,0.41,0.0,-0.97,3.86,2.45,80.77
2023-01-25,0.91,0.63,0.63,0.0,-1.61,2.74,2.82,71.04
2023-01-26,1.45,0.0,0.0,0.0,-7.97,8.03,1.99,68.7
2023-01-27,7.83,0.06,0.0,0.06,-0.31,11.03,5.55,49.31
2023-01-28,3.95,1.01,0.0,1.01,-1.18,8.23,4.56,71.53
2023-01-29,-2.03,6.71,6.71,0.0,-3.74,-0.37,6.19,87.39
2023-01-30,-2.92,0.78,0.78,0.0,-5.0,-0.91,3.79,82.94
2023-01-31,-3.14,1.65,1.65,0.0,-4.96,-0.39,3.15,85.01
2023-02-01,-2.81,1.03,1.03,0.0,-5.1,-0.56,4.82,81.26
2023-02-02,-1.99,0.76,0.76,0.0,-6.41,0.81,4.78,79.09
2023-02-03,-2.39,3.65,3.65,0.0,-4.29,1.05,3.95,81.39
2023-02-04,-3.44,0.42,0.42,0.0,-7.87,-1.07,3.08,73.64
2023-02-05,-1.85,0.18,0.18,0.0,-4.94,0.31,2.75,73.43
2023-02-06,-3.26,1.06,1.06,0.0,-4.82,-1.54,5.51,86.0
2023-02-07,-5.25,8.12,8.12,0.0,-7.1,-2.61,4.99,79.16
2023-02-08,-5.65,1.1,1.1,0.0,-8.62,-3.44,3.9,82.72
2023-02-09,-4.45,2.57,2.57,0.0,-6.42,-2.64,2.26,85.92
2023-02-10,-4.12,3.1,3.1,0.0,-5.99,-2.39,1.95,82.37
2023-02-11,-3.68,0.52,0.52,0.0,-5.73,-1.88,2.39,78.07
2023-02-12,-4.69,0.0,0.0,0.0,-9.92,-0.6,2.87,76.74
2023-02-13,-2.22,0.16,0.16,0.0,-6.76,1.24,3.17,71.1
2023-02-14,-3.21,0.14,0.14,0.0,-8.89,1.04,4.44,71.71
