time,Güzeldere selalesi Tabiat Parkı - Düzce_temp,Güzeldere selalesi Tabiat Parkı - Düzce_prcp,Güzeldere selalesi Tabiat Parkı - Düzce_snow,Güzeldere selalesi Tabiat Parkı - Düzce_rain,Güzeldere selalesi Tabiat Parkı - Düzce_tmin,Güzeldere selalesi Tabiat Parkı - Düzce_tmax,Güzeldere selalesi Tabiat Parkı - Düzce_wspd,Güzeldere selalesi Tabiat Parkı - Düzce_rhum
2025-11-26,8.67,0.0,0.0,0.0,2.45,17.89,4.41,76.53
2025-11-27,10.03,0.0,0.0,0.0,4.35,19.25,4.32,73.17
2025-11-28,9.49,0.0,0.0,0.0,3.17,18.93,3.58,77.88
2025-11-29,9.68,4.28,0.0,4.28,4.9,13.62,5.52,76.83
2025-11-30,8.7,4.43,0.0,4.43,5.74,13.44,4.96,84.24
2025-12-01,6.5,2.33,0.0,2.33,3.21,9.67,3.67,87.41
2025-12-02,5.33,0.0,0.0,0.0,1.6,10.21,2.93,86.23
2025-12-03,4.7,0.0,0.0,0.0,0.26,13.34,2.28,81.58
2025-12-04,5.29,0.0,0.0,0.0,-0.71,13.09,2.64,81.29
2025-12-05,8.84,0.0,0.0,0.0,2.41,14.01,6.23,70.54
2025-12-06,11.16,0.04,0.0,0.04,7.56,14.42,5.97,68.43
2025-12-07,8.95,5.64,0.0,5.64,5.87,11.74,5.02,81.7
2025-12-08,7.0,18.31,0.0,18.31,5.71,8.54,10.24,88.29
2025-12-09,5.86,0.18,0.0,0.18,4.66,7.98,4.59,82.81
2025-12-10,5.86,0.04,0.0,0.04,3.61,8.28,3.16,85.24
2025-12-11,5.96,1.17,0.0,1.17,1.76,9.5,4.42,86.05
2025-12-12,5.01,0.32,0.0,0.32,0.88,10.11,3.0,84.82
2025-12-13,6.49,3.69,0.0,3.69,4.82,8.35,5.06,88.7
2025-12-14,4.98,2.05,0.0,2.05,2.36,7.58,3.96,86.58
2025-12-15,4.05,2.81,0.0,2.81,0.61,6.79,5.86,84.69
2025-12-16,2.36,0.0,0.0,0.0,-1.04,8.3,3.41,80.28
2025-12-17,1.97,0.0,0.0,0.0,-2.21,9.03,3.04,82.28
2025-12-18,1.86,0.0,0.0,0.0,-3.68,10.95,3.22,79.05
2025-12-19,1.95,0.0,0.0,0.0,-3.01,10.91,2.42,76.99
2025-12-20,2.74,0.0,0.0,0.0,-2.95,10.24,2.8,81.47
2025-12-21,3.52,0.06,0.0,0.06,-0.2,6.93,2.39,81.16
2025-12-22,4.65,8.17,0.0,8.17,3.11,6.25,2.56,91.04
2025-12-23,6.19,0.28,0.0,0.28,4.84,8.13,3.71,91.58
2025-12-24,5.53,0.0,0.0,0.0,1.99,10.06,3.62,86.58
2025-12-25,5.23,2.24,0.0,2.24,2.1,8.35,4.62,86.77
2025-12-26,3.49,5.83,0.0,5.83,0.73,5.44,7.63,86.09
2025-12-27,0.04,9.32,9.32,0.0,-1.21,1.41,10.82,84.68
2025-12-28,-0.1,8.22,8.22,0.0,-2.59,3.8,10.87,84.87
2025-12-29,-0.73,13.46,13.46,0.0,-4.03,1.53,9.42,83.46
2025-12-30,-0.11,2.03,2.03,0.0,-7.39,5.67,6.85,74.11
2025-12-31,-2.47,8.2,8.2,0.0,-7.33,0.02,6.93,87.1
2026-01-01,-5.75,1.2,1.2,0.0,-10.33,-1.65,6.58,80.98
